FILE PATH,JS SELECTOR,ROW,TYPE,CLASSES,TRANSLATIONS STRINGS
..\enrollment\web\enrollment-web-jet\src\js\views\common\searchFilterCriteria.html,js--common-search_filter_criteria-criteria_item__date_to,119,oj-input-date,dateTo js--common-search_filter_criteria-criteria_item__date_to,
..\enrollment\web\enrollment-web-jet\src\js\views\common\searchFilterCriteria.html,js--common-search_filter_criteria-manage_members_criteria_item__date,134,oj-input-date,dateFrom js--common-search_filter_criteria-manage_members_criteria_item__date,
..\enrollment\web\enrollment-web-jet\src\js\views\common\searchFilterCriteria.html,js--common-search_filter_criteria-not_manage_members_criteria_item__date,150,oj-input-date,dateFrom js--common-search_filter_criteria-not_manage_members_criteria_item__date,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-similar_customer_dialog,1,oj-dialog,similar-customer-dialog js--similar_customer-similar_customer_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-similar-customers-wrapper,11,div,panel panel--white js--similar_customer-similar-customers-wrapper,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-first_name,20,oj-label,oj-label oj-component oj-complete js--similar_customer-first_name,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-first_name,25,oj-input-text,input oj-inputtext oj-form-control oj-component js--similar_customer-first_name,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-customer-ame,32,oj-label,oj-label oj-component oj-complete js--similar_customer-customer-ame,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-customer_name,37,oj-input-text,input oj-inputtext oj-form-control oj-component js--similar_customer-customer_name,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-lastname,50,oj-label,oj-label oj-component oj-complete js--similar_customer-lastname,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-last_name,53,oj-input-text,input oj-inputtext oj-form-control oj-component oj-complete js--similar_customer-last_name,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-nationalidentity,64,oj-label,oj-label oj-component oj-complete js--similar_customer-nationalidentity,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-national_identity,67,oj-input-text,input oj-inputtext oj-form-control oj-component oj-complete js--similar_customer-national_identity,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-taxnumber,79,oj-label,oj-label oj-component oj-complete js--similar_customer-taxnumber,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-tax_registration_nbr,82,oj-input-text,input oj-inputtext oj-form-control oj-component oj-complete js--similar_customer-tax_registration_nbr,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-similar_customer_table,99,table,table table--search table--striped js--similar_customer-similar_customer_table,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_customer_number_asc,105,button,btn btn--plain btn--icon js--similar_customer-order_by_customer_number_asc,('CMN.similarCustomer.customerNo')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_customer_number_desc,108,span,table__filters__text js--similar_customer-order_by_customer_number_desc,('CMN.similarCustomer.customerNo')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-sort_customer,109,button,btn btn--plain btn--icon js--similar_customer-sort_customer,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_customer_name_asc,117,button,btn btn--plain btn--icon js--similar_customer-order_by_customer_name_asc,('CMN.similarCustomer.customerName')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_customer_name_desc,121,button,btn btn--plain btn--icon js--similar_customer-order_by_customer_name_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_national_id_asc,130,button,btn btn--plain btn--icon js--similar_customer-order_by_national_id_asc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_national_id_desc,134,button,btn btn--plain btn--icon js--similar_customer-order_by_national_id_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_customer_short_name_asc,145,button,btn btn--plain btn--icon js--similar_customer-order_by_customer_short_name_asc,('CMN.similarCustomer.customerShortName')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_customer_short_name_desc,149,button,btn btn--plain btn--icon js--similar_customer-order_by_customer_short_name_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_tax_registration_number_asc,158,button,btn btn--plain btn--icon js--similar_customer-order_by_tax_registration_number_asc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_tax_registration_number_desc,162,button,btn btn--plain btn--icon js--similar_customer-order_by_tax_registration_number_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-customer_policies_table,212,table,table table--search table--striped js--similar_customer-customer_policies_table,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_policy_number_asc,218,button,btn btn--plain btn--icon js--similar_customer-order_by_policy_number_asc,('CMN.similarCustomer.policyNo')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_policy_number_desc,222,button,btn btn--plain btn--icon js--similar_customer-order_by_policy_number_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_insurance_company_asc,230,button,btn btn--plain btn--icon js--similar_customer-order_by_insurance_company_asc,('CMN.similarCustomer.insuranceCompany')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_insurance_company_desc,234,button,btn btn--plain btn--icon js--similar_customer-order_by_insurance_company_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_effective_date_asc,242,button,btn btn--plain btn--icon js--similar_customer-order_by_effective_date_asc,('CMN.similarCustomer.effectiveDate')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_effective_date_desc,247,button,btn btn--plain btn--icon js--similar_customer-order_by_effective_date_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_expiry_date_asc,256,button,btn btn--plain btn--icon js--similar_customer-order_by_expiry_date_asc,('CMN.similarCustomer.expiryDate')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_expiry_date_desc,260,button,btn btn--plain btn--icon js--similar_customer-order_by_expiry_date_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_cancellation_date_asc,268,button,btn btn--plain btn--icon js--similar_customer-order_by_cancellation_date_asc,('CMN.similarCustomer.cancellationDate')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-order_by_cancellation_date_desc,273,button,btn btn--plain btn--icon js--similar_customer-order_by_cancellation_date_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarCustomer.html,js--similar_customer-close,326,button,btn btn--size-sm btn--background-green js--similar_customer-close,('CMN.similarCustomer.close')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-similar_member_dialog,1,oj-dialog,similar-member-dialog mw-1188 js--similar_member-similar_member_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-similarities,9,div,panel panel--type2 panel--gray--light oj-flex mr-10 panelHeadFixed js--similar_member-similarities,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-memberdialog,26,div,panel oj-flex js--similar_member-memberdialog,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-similar_member_table,36,table,table table--search table--striped table--expandable table--border-top border-bottom-solid-1 js--similar_member-similar_member_table,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_member_number_asc,43,button,btn btn--plain btn--icon js--similar_member-order_by_member_number_asc,('CMN.similarMember.memberNo')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_member_number_desc,47,button,btn btn--plain btn--icon js--similar_member-order_by_member_number_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_first_name_asc,55,button,btn btn--plain btn--icon js--similar_member-order_by_first_name_asc,('CMN.similarMember.firstName')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_first_name_desc,61,button,btn btn--plain btn--icon js--similar_member-order_by_first_name_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_last_name_asc,71,button,btn btn--plain btn--icon js--similar_member-order_by_last_name_asc,('CMN.similarMember.lastName')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_last_name_desc,78,button,btn btn--plain btn--icon js--similar_member-order_by_last_name_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_national_id_asc,88,button,btn btn--plain btn--icon js--similar_member-order_by_national_id_asc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_national_id_desc,94,button,btn btn--plain btn--icon js--similar_member-order_by_national_id_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_passport_number_asc,104,button,btn btn--plain btn--icon js--similar_member-order_by_passport_number_asc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_passport_number_desc,110,button,btn btn--plain btn--icon js--similar_member-order_by_passport_number_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_resident_card_asc,119,button,btn btn--plain btn--icon js--similar_member-order_by_resident_card_asc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_resident_card_desc,125,button,btn btn--plain btn--icon js--similar_member-order_by_resident_card_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_date_of_birth_asc,134,button,btn btn--plain btn--icon js--similar_member-order_by_date_of_birth_asc,('CMN.similarMember.dateOfBirth')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-order_by_date_of_birth_desc,140,button,btn btn--plain btn--icon js--similar_member-order_by_date_of_birth_desc,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-member_policies_table,217,table,table border table--striped mb-10 js--similar_member-member_policies_table,
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-create_new_member,290,button,btn btn--size-sm btn--outline btn--outline-green js--similar_member-create_new_member,('CMN.similarMember.createNewMember')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-use_existing_member_without_selected_member,296,button,btn btn--size-sm btn--background-green is-disabled btn-disabled js--similar_member-use_existing_member_without_selected_member,('CMN.similarMember.useExistingMember')
..\enrollment\web\enrollment-web-jet\src\js\views\common\similarMember.html,js--similar_member-use_existing_member,302,button,btn btn--size-sm btn--background-green js--similar_member-use_existing_member,('CMN.similarMember.useExistingMember')
..\enrollment\web\enrollment-web-jet\src\js\views\common\taskInputBox.html,js--task_input_box-tasks_input_dialog,4,oj-dialog,input-dialog-box-container js--task_input_box-tasks_input_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\common\taskInputBox.html,js--task_input_box-task_input_text_area,25,oj-text-area,input-text-box-text-area js--task_input_box-task_input_text_area,('CMN.taskInputBox.placeholder')
..\enrollment\web\enrollment-web-jet\src\js\views\common\timeLine.html,js--time_line-wrapper,1,ul,timeline js--time_line-milestones js--time_line-wrapper,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--empty_page-preinvoice-selection,2,div,panel panel--white js--empty_page-preinvoice-selection,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-search_premium_table,21,table,table table--search table--bordered table--striped js--form_search_premium-search_premium_table,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_code_asc_searchfor_premium,26,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_code_asc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_code_desc_searchfor_premium,30,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_code_desc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_asc_searchfor_premium,37,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_asc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_desc_searchfor_premium,41,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_desc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_asc_searchfor_premium,48,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_asc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_desc_searchfor_premium,52,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_desc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_search_premium_item-item_table,63,table,table table--expandable table--bordered js--fr_search_premium_item-item_table,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_search_premium_item-expand_row,77,button,btn btn--icon btn--plain ml-25 js--fr_search_premium_item-expand_row,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_search_premium_item-item_table,89,table,table table--expandable table--bordered js--fr_search_premium_item-item_table,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_search_premium_item-expand_row,103,button,btn btn--icon btn--plain ml-25 js--fr_search_premium_item-expand_row,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--empty_page-criteria,127,table,table table--criteria js--empty_page-criteria,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_asc_searchfor_premium,132,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_asc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_desc_searchfor_premium,136,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_desc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_asc_searchfor_premium,143,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_asc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_desc_searchfor_premium,147,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_desc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_asc_searchfor_premium,154,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_asc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_desc_searchfor_premium,158,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_desc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_asc_searchfor_premium,165,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_asc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_desc_searchfor_premium,169,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_desc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--empty_page-criteria-order,236,table,table table--criteria js--empty_page-criteria-order,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_asc_searchfor_premium,241,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_asc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_desc_searchfor_premium,245,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_desc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_asc_searchfor_premium,252,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_asc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_desc_searchfor_premium,256,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_desc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_asc_searchfor_premium,263,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_asc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_desc_searchfor_premium,267,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_desc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_asc_searchfor_premium,274,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_asc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--form_search_premium-btn_order_by_description_desc_searchfor_premium,278,button,btn btn--plain btn--icon js--form_search_premium-btn_order_by_description_desc_searchfor_premium,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_search_premium_item-item_table,342,table,table table--expandable table--bordered js--fr_search_premium_item-item_table,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_search_premium_item-expand_row,356,button,btn btn--icon btn--plain ml-25 js--fr_search_premium_item-expand_row,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_search_premium_item-item_table,367,table,table table--expandable table--bordered js--fr_search_premium_item-item_table,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_search_premium_item-expand_row,381,button,btn btn--icon btn--plain ml-25 js--fr_search_premium_item-expand_row,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--policy-container,398,div,oj-flex-bar mainwrapper pageCreateInvoice js--policy-container,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_policy_invoices-container,413,div,form_panel_container js--fr_policy_invoices-container,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--empty_page-accumulator,438,button,btn btn--icon js--empty_page-accumulator,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_member_additional_info-initialize_premium_adjustments_no_view_mode,449,button,btn btn--icon btn--absolute js--fr_member_additional_info-initialize_premium_adjustments_no_view_mode,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--empty_page-newpackage,467,oj-select-one,js--empty_page-newpackage,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_member_additional_info-initialize_premium_adjustments_no_view_mode,481,button,btn btn--icon btn--absolute js--fr_member_additional_info-initialize_premium_adjustments_no_view_mode,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--empty_page-newpackage,499,oj-select-one,js--empty_page-newpackage,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--empty_page-save,512,button,btn btn--outline oj-helper-margin-start-auto js--empty_page-save,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js-custom-CustomerPref-open,521,div,oj-flex oj-sm-align-items-center header-open js-custom-CustomerPref-open,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_task_summary-open_attachments,529,button,btn btn--plain btn--icon btn--size-sm ml-20 js--fr_task_summary-open_attachments,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--empty_page-atachment,535,button,btn btn--icon btn--plain ml-5 mr-5 js--empty_page-atachment,
..\enrollment\web\enrollment-web-jet\src\js\views\emptyPage.html,js--fr_task_summary-open_custom_fields,540,button,btn btn--plain btn--icon btn--size-sm btn--outline btn--outline-slim btn--outline-white rightgreenbtn js--fr_task_summary-open_custom_fields,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\createCustomer.html,js--create_customer-container,2,div,oj-flex-bar mainwrapper pageCreateInvoice js--create_customer-container,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\createCustomer.html,js--create_customer-remove_notification,15,div,oj-flex-item oj-md-flex-initial btn-close js--create_customer-remove_notification,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\createCustomer.html,js--create_customer-nav_buttons_container,24,div,frCInavButtons js--create_customer-nav_buttons_container,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\createCustomer.html,js--create_customer-update_back,32,button,btn btn--size-md btn--outline btn--outline-green btn--width-200 js--create_customer-update_back,('CMN.frCreateCustomerButtons.back')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\createCustomer.html,js--create_customer-back,43,button,btn btn--size-md btn--outline btn--outline-green btn--width-200 js--create_customer-back,('CMN.frCreateCustomerButtons.back')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\createCustomer.html,js--create_customer-review_back,53,button,btn btn--size-md btn--outline btn--outline-green btn--width-200 js--create_customer-review_back,('CMN.frCreateCustomerButtons.back')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\createCustomer.html,js--create_customer-review_update_back,63,button,btn btn--size-md btn--outline btn--outline-green btn--width-200 js--create_customer-review_update_back,('CMN.frCreateCustomerButtons.back')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\createCustomer.html,js--create_customer-proceed_with_cascade,74,button,btn btn--size-md btn--outline btn--outline-green js--create_customer-proceed_with_cascade,"('CMN.frCreateCustomerButtons.proceedWithCascade'),click: function(){performProceedAction('cascade')"
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\createCustomer.html,js--create_customer-proceed,85,button,btn btn--size-md btn--background-green btn--width-200 js--create_customer-proceed,('CMN.frCreateCustomerButtons.proceed')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\createCustomer.html,js--create_customer-close_task,96,button,btn btn--size-md btn--background-green btn--width-200 js--create_customer-close_task,('CMN.frCreateCustomerButtons.closeTask')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\createCustomer.html,js--create_customer-create_customer_dialog,141,oj-dialog,frInvoiceInfoCustomfieldList customfield-dialog js--create_customer-create_customer_dialog,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-container,3,div,contact-details js--contact_info_details-container,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-open_delete_contact,35,button,btn btn--icon btn--plain mt-20 js--contact_info_details-open_delete_contact,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-collapse_expand,41,button,btn btn--icon btn--plain mx-auto mt-17 js--contact_info_details-collapse_expand,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-go_to_copy_contact,54,button,btn btn--icon btn--plain mx-auto mt-20 js--contact_info_details-go_to_copy_contact,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-go_to_edit_contact,59,button,btn btn--icon btn--plain mx-auto mt-20 js--contact_info_details-go_to_edit_contact,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-collapse_expand_manage_contacts_listing,64,button,btn btn--icon btn--plain mx-auto mt-17 js--contact_info_details-collapse_expand_manage_contacts_listing,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-additional_info_1,84,div,oj-flex background--gray--lighterx3 px-15 py-15 mb-25 js--contact_info_details-additional_info_1,('CMN.customerContacts.contactInfoDetails.addressContactInfo')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-reallign_address_contact_1,107,div,pl-15 mb-10 textset__title_type7 js--contact_info_details-reallign_address_contact_1,('CMN.customerContacts.contactInfoDetails.addressContactInfo')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-address_1,120,div,oj-flex-item textset js--contact_info_details-address_1,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-region_1,142,div,textset__val_type4 js--contact_info_details-region_1,('CMN.frAdressItem.region')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-city_1,146,div,textset__val_type4 js--contact_info_details-city_1,('CMN.frAdressItem.city')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-manage_contacts_listing_select_email_address_1_checkbox,196,oj-checkboxset,js--contact_info_details-manage_contacts_listing_select_email_address_1_checkbox,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-manage_contacts_listing_select_email_address_1,197,oj-option,textset__val_type13 js--contact_info_details-manage_contacts_listing_select_email_address_1,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-manage_contacts_listing_select_email_address_2_checkbox,208,oj-checkboxset,js--contact_info_details-manage_contacts_listing_select_email_address_2_checkbox,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-manage_contacts_listing_select_email_address_2,209,oj-option,textset__val_type13 js--contact_info_details-manage_contacts_listing_select_email_address_2,
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-additional_info_2,239,div,oj-flex background--gray--lighterx3 px-15 py-15 mb-25 js--contact_info_details-additional_info_2,('CMN.customerContacts.contactInfoDetails.addressContactInfo')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-reallign_address_contact_2,260,div,pl-15 mb-10 textset__title_type7 js--contact_info_details-reallign_address_contact_2,('CMN.customerContacts.contactInfoDetails.addressContactInfo')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-address_2,275,div,textset__val_type4 js--contact_info_details-address_2,('CMN.frAdressItem.address')
..\enrollment\web\enrollment-web-jet\src\js\views\enrollment\customer\customerContacts\commonModules\contactInfoDetails.html,js--contact_info_details-region_2,297,div,textset__val_type4 js--contact_info_details-region_2,('CMN.frAdressItem.region')
